HUMIDITY,Wetness,Pressurembar,cum_pcpn_amt,Rainmm,min_air_temp_snc_last_reset,CURRENT_AIR_TEMPERATURE1,Longitude,SnowWaterEquivalent,TempC,relative_humidity,air_temp,avg_rel_hum_pst1hr,air_temperature_yesterday_high,snwfl_amt_pst1hr,DewPtC,snw_dpth,TEMP_MEAN,SolarRadiation,Date,FIRE_SIZE_HA
42.92173913043479,20.557939814814812,932.4537234042552,582.8571428571429,0.0,-6.769230769230769,-0.4008749999999999,-123.0,0.27,0.7153489583333337,56.6375,-6.584615384615384,73.35176651785714,11.93430935709739,0.0,-5.811979166666667,311.9318181818182,17.230434782608697,64.21428571428571,2017-04-03,0.009
42.92173913043479,22.100772703818368,839.4815476190477,582.8571428571429,0.0,-6.769230769230769,2.9988265107212477,-117.0,0.27,-2.7503313492063493,51.44166666666666,-6.584615384615384,55.355,11.952132399745386,0.0,-8.275198412698412,381.64166666666665,17.230434782608697,64.21428571428571,2017-04-04,0.009
42.92173913043479,12.267984972677596,915.5229591836734,582.8571428571429,0.0305555555555555,-6.769230769230769,2.6791391304347827,-123.3,0.27,-1.8644166666666668,52.791666666666664,-6.584615384615384,69.20170698924731,11.97084659452578,0.0,-8.159722222222221,314.562074829932,17.230434782608697,64.21428571428571,2017-04-04,1.94
42.92173913043479,39.01579839544514,1049.0755208333337,582.8571428571429,0.0072916666666666,-6.769230769230769,8.578651515151515,-120.2,0.27,-1.1895989583333326,55.208333333333336,-6.584615384615384,52.1909609496124,11.981476766390834,0.0,-1.262997512437811,310.01282051282055,17.230434782608697,64.21428571428571,2017-04-05,0.9
42.92173913043479,29.495895390070924,925.9796296296298,582.8571428571429,0.0091954022988505,-6.769230769230769,2.858041666666667,-123.0,0.27,2.803609195402299,67.16008771929825,-6.584615384615384,62.81287634408602,12.146976448122215,0.0,-0.7471264367816092,351.1574954710145,17.230434782608697,64.21428571428571,2017-04-09,0.266
42.92173913043479,57.21795289855072,878.8723552894211,582.8571428571429,0.0042914171656686,-6.769230769230769,3.8471666666666664,-120.9,0.27,4.181515718562874,75.83333333333334,-6.584615384615384,69.6675,12.960790273556231,0.0,-0.0633732534930142,170.38383838383837,17.230434782608697,64.21428571428571,2017-04-20,0.009
42.92173913043479,46.4082890070922,929.478148148148,582.8571428571429,0.0164814814814814,-6.769230769230769,3.469217391304348,-122.6,0.27,5.016081481481481,69.29166666666667,-6.584615384615384,65.6,13.21559202813599,0.0,0.4221296296296296,262.5652173913044,17.230434782608697,64.21428571428571,2017-04-20,0.009
42.92173913043479,34.47934523809524,941.724053030303,582.8571428571429,0.0,-6.769230769230769,4.667921697626419,-122.6,0.27,5.711979166666667,63.541666666666664,-6.584615384615384,57.627027777777776,13.641774130519734,0.0,-0.5950126262626262,389.2308377896613,17.230434782608697,64.21428571428571,2017-04-21,0.0
42.92173913043479,20.90623853211009,961.9860294117648,582.8571428571429,0.0,-6.769230769230769,6.8855297619047615,-127.6,0.27,7.493411764705883,51.458333333333336,-6.584615384615384,53.231287878787874,13.982571316920671,0.0,-1.700735294117647,146.96527777777777,17.230434782608697,64.21428571428571,2017-04-22,7.8
42.92173913043479,21.14000514403292,948.3863425925928,582.8571428571429,0.0034259259259259,-6.769230769230769,7.418516666666667,-121.4,0.27,-3.728075,70.30208333333334,-6.584615384615384,55.45708333333334,16.70375146541618,0.0,-2.817779232111693,301.015,17.230434782608697,64.21428571428571,2017-04-29,3.2
42.92173913043479,55.97677304964539,927.7575,582.8571428571429,0.0149999999999999,-6.769230769230769,3.2855658212560392,-123.3,0.27,4.8373,54.666666666666664,-6.584615384615384,74.58675925925927,17.34673700664322,0.0,1.3583333333333334,289.13368055555554,17.230434782608697,64.21428571428571,2017-04-30,0.0
42.92173913043479,46.16317129629629,908.205,582.8571428571429,0.0,-6.769230769230769,8.905587121212122,-119.6,0.27,6.551316666666667,51.125,-6.584615384615384,43.02304365310077,17.87538100820633,0.0,-2.0979166666666664,272.02604166666663,17.230434782608697,64.21428571428571,2017-05-02,0.0
42.92173913043479,29.65595603271984,888.0771367521368,582.8571428571429,0.001068376068376,-6.769230769230769,11.152833333333334,-120.8,0.27,8.117350427350427,80.11458333333333,-6.584615384615384,53.661095833333334,18.2800312622118,0.0,1.1983333333333333,190.9177927927928,17.230434782608697,64.21428571428571,2017-05-03,0.4
42.92173913043479,29.022842535787323,988.3095085470086,582.8571428571429,0.0235042735042734,-6.769230769230769,9.87715277777778,-119.4,0.27,4.221334401709401,64.25,-6.584615384615384,42.60318025362319,18.29562329034779,0.0,2.213333333333334,197.68130630630628,17.230434782608697,64.21428571428571,2017-05-03,0.0
42.92173913043479,46.17775799793601,887.5336206896551,582.8571428571429,0.0382183908045976,-6.769230769230769,10.807331481481482,-123.6,0.27,5.2134066091954026,60.75462962962963,-6.584615384615384,52.97142361111111,21.114067995310663,0.0,0.2264367816091954,105.4878472222222,17.230434782608697,64.21428571428571,2017-05-09,0.0
42.92173913043479,7.017948412698417,806.4350000000001,582.8571428571429,0.0,-6.769230769230769,-1.7535046296296295,-117.7,0.27,-1.5193666666666663,81.0,-6.584615384615384,66.45416666666667,22.953184837827276,0.0,-3.754722222222222,60.657738095238095,17.230434782608697,64.21428571428571,2017-05-14,0.009
42.92173913043479,67.97678240740741,896.1104885057471,582.8571428571429,0.2137931034482758,-6.769230769230769,4.137930555555555,-130.0,0.27,3.246701149425286,61.416666666666664,-6.584615384615384,84.6429938271605,23.449159828057834,0.0,2.5080459770114945,12.022569444444445,17.230434782608697,64.21428571428571,2017-05-15,0.009
