tuned_train_accuracy,tuned_val_accuracy,tuned_train_f1,tuned_val_f1,tuned_val_precision,tuned_val_recall,tuned_train_auc,tuned_val_auc
0.5859284890426759,0.5847750865051903,0.738909090909091,0.7379912663755459,0.5847750865051903,1.0,0.7141721316868818,0.7654832347140038
