,count,mean,std,min,1%,5%,25%,50%,75%,95%,99%,max,skew,kurtosis,missing_percent,unique_values,zeros_percent
Elevation (m),1435.0,787.717100116144,493.1756532928587,1.0,6.1,69.6,435.0,710.0,1080.0,1685.0,2262.0,2438.0,0.7981077170356112,0.6119081481524291,0.6920415224913495,392,0.0
FIRE_SIZE_HA,1445.0,75.92383598615913,1171.0319863611483,0.0,0.0,0.0,0.009,0.018,0.3,35.627999999999915,938.4879999999924,33068.0,23.989138406646763,617.1991732951032,0.0,252,14.740484429065745
