tuned_train_accuracy,tuned_val_accuracy,tuned_train_f1,tuned_val_f1,tuned_val_precision,tuned_val_recall,tuned_train_auc,tuned_val_auc
0.5928489042675894,0.5986159169550173,0.7413919413919415,0.7433628318584071,0.5936395759717314,0.9940828402366864,0.8361316430153751,0.7778106508875741
