test_mae,test_rmse,test_r2,test_explained_variance,test_mae_original,test_rmse_original,test_r2_original
0.757074466916628,1.3599821656675164,-0.038503154349970314,-0.03850134801084071,38.40823575653749,352.3340456744834,-0.011258752111044545
