tuned_train_accuracy,tuned_val_accuracy,tuned_train_f1,tuned_val_f1,tuned_train_auc,tuned_val_auc,tuned_val_precision,tuned_val_recall
0.6966551326412919,0.6885813148788927,0.7408866995073892,0.735294117647059,0.7791821112890137,0.7762820512820514,0.7309941520467836,0.7396449704142012
