threshold,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_specificity,true_negatives,false_positives,false_negatives,true_positives
0.01,0.5882352941176471,0.5868055555555556,1.0,0.7396061269146609,0.6927514792899409,0.008333333333333333,1,119,0,169
