tuned_train_accuracy,tuned_val_accuracy,tuned_train_f1,tuned_val_f1,tuned_train_auc,tuned_val_auc,tuned_val_precision,tuned_val_recall
0.9111880046136102,0.754325259515571,0.9233830845771145,0.7880597014925372,0.9713388020090803,0.8177514792899409,0.7951807228915663,0.7810650887573964
