threshold,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_specificity,true_negatives,false_positives,false_negatives,true_positives
0.01,0.5847750865051903,0.5847750865051903,1.0,0.7379912663755459,0.6871301775147929,0.0,0,120,0,169
