tuned_train_accuracy,tuned_val_accuracy,tuned_train_f1,tuned_val_f1,tuned_train_auc,tuned_val_auc,tuned_val_precision,tuned_val_recall
0.6816608996539792,0.6539792387543253,0.7499999999999999,0.7354497354497355,0.7619864891540369,0.7280078895463511,0.6650717703349283,0.8224852071005917
