test_mae,test_rmse,test_r2,test_explained_variance,test_mae_original,test_rmse_original,test_r2_original
0.75686640084876,1.3333420310348023,0.0017839860139357011,0.0019001829024106742,38.27454111538296,352.2630699034019,-0.010851368031946418
