threshold,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_specificity,true_negatives,false_positives,false_negatives,true_positives
0.01,0.6401384083044983,0.6294820717131474,0.9349112426035503,0.7523809523809524,0.7668639053254438,0.225,27,93,11,158
