tuned_train_accuracy,tuned_val_accuracy,tuned_train_f1,tuned_val_f1,tuned_train_auc,tuned_val_auc,tuned_val_precision,tuned_val_recall
0.7243367935409458,0.6816608996539792,0.76266137040715,0.7245508982035928,0.7950178755510714,0.7600098619329388,0.7333333333333333,0.7159763313609467
